fiscal_year,source_abs,reference_year,estimate_type,expenditure_table,function_code,function_name,value_rs_million
2021-22,ABS_2021-22,2021-22,BE,current_capital,06,Housing and Community Amenities,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,07,Health,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,07,Health,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,07,Health,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,09,Education Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,09,Education Affairs and Services,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,09,Education Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,10,Social Protection,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,10,Social Protection,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,10,Social Protection,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,01,General Public Services,273596.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,01,General Public Services,244312.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,01,General Public Services,330916.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,02,Defence Affairs and Services,1579.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,02,Defence Affairs and Services,1204.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,02,Defence Affairs and Services,3192.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,03,Public Order and Safety Affairs,3329.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,03,Public Order and Safety Affairs,4083.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,03,Public Order and Safety Affairs,8720.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,04,Economic Affairs,116287.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,04,Economic Affairs,71113.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,04,Economic Affairs,152405.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,05,Environment Protection,5000.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,05,Environment Protection,5000.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,05,Environment Protection,14327.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,06,Housing and Community Amenities,8818.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,06,Housing and Community Amenities,2912.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,06,Housing and Community Amenities,13304.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,07,Health,14533.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,07,Health,8437.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,07,Health,21748.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,08,"Recreation, Culture and Religion",1022.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,08,"Recreation, Culture and Religion",247.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,08,"Recreation, Culture and Religion",4647.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,09,Education Affairs and Services,34235.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,09,Education Affairs and Services,33404.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,09,Education Affairs and Services,47570.0
2021-22,ABS_2021-22,2020-21,BE,dev_revenue,10,Social Protection,1722.0
2021-22,ABS_2021-22,2020-21,RE,dev_revenue,10,Social Protection,171.0
2021-22,ABS_2021-22,2021-22,BE,dev_revenue,10,Social Protection,2252.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,01,General Public Services,474891.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,01,General Public Services,471958.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,01,General Public Services,499818.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,02,Defence Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,02,Defence Affairs and Services,0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,02,Defence Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,04,Economic Affairs,14726.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,04,Economic Affairs,20493.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,04,Economic Affairs,38901.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,05,Environment Protection,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,05,Environment Protection,0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,05,Environment Protection,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,06,Housing and Community Amenities,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,06,Housing and Community Amenities,0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,06,Housing and Community Amenities,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,07,Health,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,07,Health,0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,07,Health,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,09,Education Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,09,Education Affairs and Services,0.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,09,Education Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,BE,dev_capital,10,Social Protection,0.0
2021-22,ABS_2021-22,2020-21,RE,dev_capital,10,Social Protection,643.0
2021-22,ABS_2021-22,2021-22,BE,dev_capital,10,Social Protection,643.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,01,General Public Services,5435201.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,01,General Public Services,5633043.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,01,General Public Services,6245478.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,02,Defence Affairs and Services,1373275.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,02,Defence Affairs and Services,1483922.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,02,Defence Affairs and Services,1566698.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,03,Public Order and Safety Affairs,178511.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,03,Public Order and Safety Affairs,191491.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,03,Public Order and Safety Affairs,209161.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,04,Economic Affairs,114201.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,04,Economic Affairs,453050.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,04,Economic Affairs,182369.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,05,Environment Protection,436.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,05,Environment Protection,452.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,05,Environment Protection,749.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,06,Housing and Community Amenities,34597.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,06,Housing and Community Amenities,5463.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,06,Housing and Community Amenities,7850.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,07,Health,28352.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,07,Health,154889.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,07,Health,19582.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,08,"Recreation, Culture and Religion",11414.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,08,"Recreation, Culture and Religion",13422.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,08,"Recreation, Culture and Religion",15424.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,09,Education Affairs and Services,91970.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,09,Education Affairs and Services,90861.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,09,Education Affairs and Services,90556.0
2022-23,ABS_2022-23,2021-22,BE,current_revenue,10,Social Protection,255292.0
2022-23,ABS_2022-23,2021-22,RE,current_revenue,10,Social Protection,362205.0
2022-23,ABS_2022-23,2022-23,BE,current_revenue,10,Social Protection,370103.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,01,General Public Services,1601211.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,01,General Public Services,2516227.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,01,General Public Services,4036273.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,02,Defence Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,02,Defence Affairs and Services,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,02,Defence Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,03,Public Order and Safety Affairs,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,03,Public Order and Safety Affairs,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,03,Public Order and Safety Affairs,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,04,Economic Affairs,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,04,Economic Affairs,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,04,Economic Affairs,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,05,Environment Protection,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,05,Environment Protection,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,05,Environment Protection,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,06,Housing and Community Amenities,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,06,Housing and Community Amenities,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,06,Housing and Community Amenities,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,07,Health,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,07,Health,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,07,Health,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,09,Education Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,09,Education Affairs and Services,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,09,Education Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,BE,current_capital,10,Social Protection,0.0
2022-23,ABS_2022-23,2021-22,RE,current_capital,10,Social Protection,0.0
2022-23,ABS_2022-23,2022-23,BE,current_capital,10,Social Protection,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,01,General Public Services,330916.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,01,General Public Services,169784.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,01,General Public Services,232450.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,02,Defence Affairs and Services,3192.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,02,Defence Affairs and Services,3201.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,02,Defence Affairs and Services,3914.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,03,Public Order and Safety Affairs,8720.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,03,Public Order and Safety Affairs,5110.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,03,Public Order and Safety Affairs,4245.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,04,Economic Affairs,152405.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,04,Economic Affairs,102457.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,04,Economic Affairs,168922.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,05,Environment Protection,14327.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,05,Environment Protection,9573.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,05,Environment Protection,9600.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,06,Housing and Community Amenities,13304.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,06,Housing and Community Amenities,3006.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,06,Housing and Community Amenities,4794.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,07,Health,21748.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,07,Health,13321.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,07,Health,12701.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,08,"Recreation, Culture and Religion",4647.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,08,"Recreation, Culture and Religion",1399.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,08,"Recreation, Culture and Religion",4966.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,09,Education Affairs and Services,47570.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,09,Education Affairs and Services,83667.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,09,Education Affairs and Services,48327.0
2022-23,ABS_2022-23,2021-22,BE,dev_revenue,10,Social Protection,2252.0
2022-23,ABS_2022-23,2021-22,RE,dev_revenue,10,Social Protection,1369.0
2022-23,ABS_2022-23,2022-23,BE,dev_revenue,10,Social Protection,1273.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,01,General Public Services,499818.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,01,General Public Services,397133.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,01,General Public Services,508766.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,02,Defence Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,02,Defence Affairs and Services,0.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,02,Defence Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,04,Economic Affairs,38901.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,04,Economic Affairs,19152.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,04,Economic Affairs,23820.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,05,Environment Protection,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,05,Environment Protection,0.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,05,Environment Protection,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,06,Housing and Community Amenities,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,06,Housing and Community Amenities,0.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,06,Housing and Community Amenities,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,07,Health,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,07,Health,0.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,07,Health,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,08,"Recreation, Culture and Religion",51.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,08,"Recreation, Culture and Religion",37.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,08,"Recreation, Culture and Religion",100.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,09,Education Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,09,Education Affairs and Services,0.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,09,Education Affairs and Services,0.0
2022-23,ABS_2022-23,2021-22,BE,dev_capital,10,Social Protection,0.0
2022-23,ABS_2022-23,2021-22,RE,dev_capital,10,Social Protection,465.0
2022-23,ABS_2022-23,2022-23,BE,dev_capital,10,Social Protection,465.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,01,General Public Services,6248481.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,01,General Public Services,7843592.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,01,General Public Services,10444266.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,02,Defence Affairs and Services,1566698.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,02,Defence Affairs and Services,1591183.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,02,Defence Affairs and Services,1809467.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,03,Public Order and Safety Affairs,209161.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,03,Public Order and Safety Affairs,209178.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,03,Public Order and Safety Affairs,237215.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,04,Economic Affairs,183803.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,04,Economic Affairs,311372.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,04,Economic Affairs,210835.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,05,Environment Protection,749.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,05,Environment Protection,660.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,05,Environment Protection,1226.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,06,Housing and Community Amenities,7850.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,06,Housing and Community Amenities,7367.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,06,Housing and Community Amenities,22986.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,07,Health,19582.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,07,Health,22459.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,07,Health,24210.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,08,"Recreation, Culture and Religion",10990.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,08,"Recreation, Culture and Religion",13528.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,08,"Recreation, Culture and Religion",16782.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,09,Education Affairs and Services,90556.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,09,Education Affairs and Services,91777.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,09,Education Affairs and Services,97098.0
2023-24,ABS_2023-24,2022-23,BE,current_revenue,10,Social Protection,370103.0
2023-24,ABS_2023-24,2022-23,RE,current_revenue,10,Social Protection,436501.0
2023-24,ABS_2023-24,2023-24,BE,current_revenue,10,Social Protection,480309.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,01,General Public Services,4036273.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,01,General Public Services,3419844.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,01,General Public Services,4608359.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,02,Defence Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,02,Defence Affairs and Services,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,02,Defence Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,03,Public Order and Safety Affairs,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,03,Public Order and Safety Affairs,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,03,Public Order and Safety Affairs,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,04,Economic Affairs,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,04,Economic Affairs,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,04,Economic Affairs,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,05,Environment Protection,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,05,Environment Protection,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,05,Environment Protection,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,06,Housing and Community Amenities,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,06,Housing and Community Amenities,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,06,Housing and Community Amenities,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,07,Health,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,07,Health,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,07,Health,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,09,Education Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,09,Education Affairs and Services,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,09,Education Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,BE,current_capital,10,Social Protection,0.0
2023-24,ABS_2023-24,2022-23,RE,current_capital,10,Social Protection,0.0
2023-24,ABS_2023-24,2023-24,BE,current_capital,10,Social Protection,0.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,01,General Public Services,232450.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,01,General Public Services,238703.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,01,General Public Services,308471.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,02,Defence Affairs and Services,3914.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,02,Defence Affairs and Services,4044.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,02,Defence Affairs and Services,3467.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,03,Public Order and Safety Affairs,4245.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,03,Public Order and Safety Affairs,2463.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,03,Public Order and Safety Affairs,3928.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,04,Economic Affairs,168922.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,04,Economic Affairs,124849.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,04,Economic Affairs,183399.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,05,Environment Protection,9600.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,05,Environment Protection,4071.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,05,Environment Protection,4050.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,06,Housing and Community Amenities,4794.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,06,Housing and Community Amenities,10590.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,06,Housing and Community Amenities,6504.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,07,Health,12701.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,07,Health,12110.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,07,Health,13270.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,08,"Recreation, Culture and Religion",4966.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,08,"Recreation, Culture and Religion",2942.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,09,Education Affairs and Services,48327.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,09,Education Affairs and Services,47781.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,09,Education Affairs and Services,82391.0
2023-24,ABS_2023-24,2022-23,BE,dev_revenue,10,Social Protection,1273.0
2023-24,ABS_2023-24,2022-23,RE,dev_revenue,10,Social Protection,1654.0
2023-24,ABS_2023-24,2023-24,BE,dev_revenue,10,Social Protection,18989.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,01,General Public Services,508766.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,01,General Public Services,576922.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,01,General Public Services,916068.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,02,Defence Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,02,Defence Affairs and Services,0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,02,Defence Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,04,Economic Affairs,23820.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,04,Economic Affairs,20429.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,04,Economic Affairs,59954.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,05,Environment Protection,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,05,Environment Protection,0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,05,Environment Protection,0.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,06,Housing and Community Amenities,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,06,Housing and Community Amenities,0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,06,Housing and Community Amenities,272.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,07,Health,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,07,Health,0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,07,Health,0.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,09,Education Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,09,Education Affairs and Services,0.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,09,Education Affairs and Services,0.0
2023-24,ABS_2023-24,2022-23,BE,dev_capital,10,Social Protection,0.0
2023-24,ABS_2023-24,2022-23,RE,dev_capital,10,Social Protection,625.0
2023-24,ABS_2023-24,2023-24,BE,dev_capital,10,Social Protection,625.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,01,General Public Services,10444266.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,01,General Public Services,11340902.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,01,General Public Services,13640239.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,02,Defence Affairs and Services,1809467.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,02,Defence Affairs and Services,1840841.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,02,Defence Affairs and Services,2128781.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,03,Public Order and Safety Affairs,237215.0
